genre,question,answer,a,b,c,d
science-technology,"What was the most impressive feature of the Stegosaurus appearance, which makes it the most easily identifiable dinosaur even for the non-expert observer?",1,Long neck,Kite-shaped plates,Enormous tail,Long curved horns
science-technology,These are compounds that help protect cells from free radicals.,3,calories,phytochemicals,nutrients,antioxidants
science-technology,What is the name for all the chemical reactions that take place in the body?,1,nutrition,metabolism,absorption,digestion
science-technology,Where does the majority of nutrient absorption take place?,1,mouth,small intestine,liver,large intestine
science-technology,Which of the following is high in Vitamin E?,3,Liver,Eggs,Peas,Sunflower seeds
science-technology,"If you needed a good source of iron, this food would be the best.",3,Peas,Broccoli,Salt,Liver
science-technology,About how much of an adult humans body is water?,1,40%,60%,30%,70%
science-technology,"This term refers to a celestial body that resembles a star but does not emit light, because it is too small to ignite internal nuclear fusion.",1,Neutron Star,Brown Dwarf,White Dwarf,Protostar
science-technology,"This astronomical term refers to the outermost layer of the sun, which is a low density cloud of plasma, with higher transparency than the inner layers.",2,Chromosphere,Photosphere,Corona,Solar Wind
science-technology,This chemical element is the final element produced by stellar nucleosynthesis and the heaviest element which does not require a supernova for its formation.,3,Lead,Carbon,Oxygen,Iron
science-technology,"This star, the second brightest star in the constellation Orion, is a red supergiant.",2,Spica,Pollux,Betelgeuse,Sirius
science-technology,"This constellation in the Northern Hemisphere was named after a Greek mythological figure, whose name is translated as ruler over men.",2,Centaurus,Cassiopeia,Andromeda,Hercules
science-technology,Convective rain occurs in regions with what daytime whether?,2,Dry during the day,Cold during the day,Hot during the day,Moist during the day
science-technology,Rain below what pH is considered acid rain?,0,5.6,6.5,6.8,7.5
science-technology,Who was the first person to study the shape of a raindrop in 1898?,1,Philipp Drimsev,Philipp Lenard,Allton Kertsky,Raymond Hasdroff
science-technology,What does IC stand for in a computer?,0,Integrated Circuit,Integrated Chip,InterChip,InterCircuit
science-technology,What does RAM stand for?,1,ReadAble Memory,Random Access Memory,Raise All Memory,Erase All Memory
science-technology,What does the ROM part of a CD-ROM stand for?,1,Erase Only Memory,Read Only Memory,Nothing,Romial Memory
science-technology,How are hard drives and floppy disks read?,2,Laser,Beam of Nuclear Radiation,Magnetically,Sensor
science-technology,How are CDs and DVDs read?,1,Sensor,Laser,Beam of Nuclear Radiation,Magnetically
science-technology,Why is Blue Ray better than Red Ray/Laser?,2,It is stronger.,It gets damaged less.,It can read more memory.,It has more memory.
science-technology,What is the big green board in the computer called?,0,motherboard,daughter card,father card,son board
science-technology,What are the little green boards in the computer called?,1,son boards,daughter cards,father cards,motherboards
science-technology,What is the hottest part of the computer?,2,Fan,RAM,CPU,Hard Drive
science-technology,What is the long term memory of the computer?,3,Networking Cards,RAM,Motherboards,Hard Drive
science-technology,Cultural anthropology was one of the two classical divisions of anthropology. What was the other one?,0,Physical Anthropology,Urban Anthropology,Variated Anthropology,Social Anthropology
science-technology,What does the Greek prefix anthro refer to?,3,study of,Science,Sameness,Mankind
science-technology,What does the Latin prefix homo refer to?,1,Sameness,Mankind,Study of,Science
science-technology,What does the prefix pithe refer to?,1,Human,Ape,Invertebrate,Mammal
science-technology,Who is considered to be the father of anthropology?,1,Louis Leakey,Franz Boas,Robert Bloom,Eugene Dubois
science-technology,What does australo mean?,1,South Africa,South,The Australian Outback,Australia
science-technology,What does the suffix lith refer to (as in Neolithic Age)?,0,Stone,Iron,Copper,Early tools
science-technology,What is the meaning of the prefix paleo (as in the Paleolithic Age)?,3,Meso,New,Modern,Old
science-technology,What does the term Homo erectus mean?,0,a man who is able to stand upright,a creature that has the ability to reason,a man who can make tools,a hominid
science-technology,What is the subject of study of paleoanthropology?,0,ancient human  fossils,the earliest human discoveries and accomplishments,older people,old cultures and societies
science-technology,"In 1924, Raymond Dart discovered a fossil which he called Australopithecanthropus africanis.  What is the meaning of the name?",3,None of these,The old man from Australia,The man from the Mesolithic Age,The ape man from southern Africa
science-technology,Who found and named  the first Homo Erectus in 1891?,0,Eugene Dubois,Franz Boas,Louis and Mary Leakey,David Johannson
science-technology,Which fossil was proved to be a hoax?,3,Cro-Magnon Man,Neanderthal Man,Kennewick Man,Piltdown Man
science-technology,The earliest known European example of Homo sapiens was discovered in 1868 and was given what name?,0,Cro Magnon Man,Neaanderthal Man,Austrlopithecus,Peking Man
science-technology,The Peking Man is an example of what species of the genus Homo?,2,Homo sapiens,Pithecanthropus,Homo erectus,Homo habilis
science-technology,What does the abbreviation AIDS actually stand for?,1,Acute immune deficiency symptom,Acquired immune deficiency syndrome,Acute immune deficient syndrome,Acquired immune deficient symptom
science-technology,In 1981 people with AIDS were diagnosed with the term GRID. What did GRID mean?,2,Great Risk of Immune Disease,Grave Risk of Immune Deficiency,Gay-Related Immune Deficiency,Grievous Ravishing Immune Disease
science-technology,Which of the following statements about AIDS is true?,3,AIDS can be transmitted through casual contact with an HIV-positive person.,You cant get AIDS through oral sex.,HIV does not actually cause AIDS.,You cant get AIDS from a mosquito bite.
science-technology,"The Central Common Chimpanzee, native to Cameroon, is known to be the origin of which of the viruses causing AIDS?",1,HIV-2,HIV-1,All of these,HIV-3
science-technology,Who distributed the first red ribbon as an anti-AIDS symbol?,2,Freddie Mercury,"Diana, Princess of Wales",Paul Jabara,Elton John
science-technology,"Which of these regions is most affected by AIDS, as about 60% of all the HIV-infected people in the world live there?",1,Latin America,Sub-Saharan Africa,East Asia,Western Europe
science-technology,Which line contains only names of people who have or had AIDS?,1,"Jim Morrison, Bob Marley","Magic Johnson, Isaac Asimov","Tony Richardson, Kurt Cobain","Freddie Mercury, Jimi Hendrix"
science-technology,What day is internationally recognised and annually observed as World AIDS Day?,2,June 1,April 5,December 1,May 1
science-technology,This non-government anti-AIDS organization was founded by Bono and Bobby Shriver in 2002 with start up capital from Bill Gates.,1,Live Aid,"Debt, AIDS, Trade in Africa",Band Aid,USA for Africa
science-technology,"When a heterosexual couple has sex using a latex condom, what can create risk of HIV-infection?",3,The condoms tentacles,Nothing,Water-based lubricants,Oil-based lubricants
science-technology,How many continents are generally considered to be there on Earth?,3,4,6,5,7
science-technology,The Earths atmosphere comprises of which two main elements?,2,Oxygen and Hydrogen,Hydrogen and Oxone,Oxygen and Nitrogen,Nitrogen and Hydrogen
science-technology,What was the name of the Earths first artificial satellite?,2,Telstar 1,Telos 1,Sputnik 1,Explorer 1
science-technology,How long does it take for the planet Earth to orbit the Sun once?,0,365 Days,2 Years,8 Months,24 Hours
science-technology,How long is one day on planet Earth?,1,About 26 hours,About 24 hours,About 36 hours,About 22 hours
science-technology,Which planet in the Solar System is sometimes referred to as Earths sister planet?,3,Mercury,Mars,Pluto,Venus
science-technology,The Earth orbits the Sun at an average distance of how many million miles?,1,42,93,89,101
science-technology,What percentage of the Earths surface is covered by water?,3,Exactly 50%,Roughly 25%,Roughly 50%,Roughly 70%
science-technology,Scientists estimate that the Earth and the Solar System were formed how long ago?,1,100 million years,4.5 billion years,10 billion years,3.5 billion years
science-technology,This famous mathematician’s main interest was set theory. He is famous for his diagonal method” of proof.,2,Euler,Goedel,Cantor,Gauss
science-technology,"Although he is known primarily as a physicist, Albert Einstein did make at least one very important contribution to modern mathematics. In which field was this contribution?",0,Tensor analysis,Differential topology,Theory of groups,Partial differential equations
science-technology,"In mathematics, 6!” is read as six factorial”. Calculate 6!",1,24,720,120,21
science-technology,"A “combination lock“ has three integers. Each integer is a member of this set: {0, 1, 2, 3, 4,}. How many such locks with different combinations can be made?",1,21,125,15,120
science-technology,A pair of fair dice are rolled and the numbers on the dice are added. What is the probability that you will roll a seven?,0,6 out of 36,7 out of 36,13 out of 36,2 out of 6
science-technology,What function is equal to its derivative?,0,y = e ^ x,y = log x,y = cos x,y = sin x
science-technology,Which mathematician proved that every angle can be trisected?,2,Aristarcus,Euclid,No one ever could,Gauss
science-technology,What do mathematicians call a quadrilateral with exactly one pair of parallel sides?,0,A trapezoid,A square,A rectangle,An ellipse
science-technology,Both Newton and Leibnitz claimed credit for inventing” calculus. Which statement about calculus is true?,0,"Whoever invented it, we use Leibnitz notation.",Gauss really invented it.,Euler really invented it.,"Whoever invented it, we use Newton’s notation."
science-technology,"Find the mode of this list of numbers: 0,0,0,1,0,3,6,8,0.",1,1,0,2,3
science-technology,Who was the first US President to publish a mathematical proof?,2,Benjamin Pierce,Thomas Jefferson,James Garfield,Herbert Hoover
science-technology,What maintains the male secondary sex characteristics?,1,epididymis,androgen,vas deferens,testes
science-technology,What is the male reproductive organ which secretes an alkaline fluid?,1,seminal vesicle,prostate gland,cowpers gland,penis
science-technology,The seminal vesicle opens into which of the following?,3,vas deferens,cowpers gland,penis,urethra
science-technology,What is the symbol for Vanadium?,1,Vd,V,Vn,Va
science-technology,What is the symbol for Polonium?,3,Pl,Pn,P,Po
science-technology,What is the symbol for Magnesium?,0,Mg,M,Mn,Ma
science-technology,What is the symbol for Niobium?,2,Ni,N,Nb,No
science-technology,What is the symbol for Gold?,0,Au,Ao,G,Gd
science-technology,What is the symbol for Cobalt?,0,Co,Ct,C,Cb
science-technology,What is the symbol for Iron?,0,Fe,I,Ir,Fi
science-technology,What is the symbol for Thallium?,1,Ta,Tl,Th,T
science-technology,What is the symbol for Helium?,0,He,Hi,Hl,H
science-technology,What is the symbol for Copper?,1,Cp,Cu,Co,C
science-technology,Grasslands cover this part of land on Earth.,3,1/2th,1/17th,1/10th,1/5th
science-technology,"Deserts are advancing and taking over the land. For instance, in Mali the desert is advancing at this speed.",2,37 miles per year,4 miles per year,11 miles per year,23 miles per year
science-technology,Which of these products takes more than 30 years to biodegrade?,2,Cigarette filters,Leather shoes,Nylon fabric,Paper
science-technology,Acid rain is defined as rain with a pH of below this.,1,8.6,5.6,2.6,11.6
science-technology,Many credit this book by Rachel Carson with launching the environmentalist movement.,1,Soft Spring,Silent Spring,White Spring,Our Spring
science-technology,Every day this number of species of plants and animals become extinct.,1,140 - 200,50 - 100,250 - 350,10 - 20
science-technology,In the winter of 1998-1999 this U.S. state broke the record of Mt. Ranier from 1971-1972 for the largest amount of cumulative snowfall in history.,0,Washington,Maine,Montana,Alaska
science-technology,What term is used by skiers to describe wet granular snow?,1,Goobers,Corn,Clumps,Snow peas
science-technology,Choose the statement about watermelon snow that is not true.,1,Watermelon snow is pink in color.,Watermelon snow is created when the suns rays reflect off of it.,Watermelon snow is caused by red colored algae.,Watermelon snow smells like watermelon.
science-technology,What is the known top speed that a snow avalanche can reach?,3,85 mph (135 km/h),45 mph (72 km/h),30 mph (48 km/h),60 mph (95 km/h)
science-technology,During World War I approximately how many soldiers died as a result of avalanches?,1,"25,000","60,000","10,000","40,000"
science-technology,What scale is used only to describe hurricanes forming in the Atlantic Ocean and northern Pacific Ocean?,0,Saffir-Simpson Hurricane Scale,Hamilton-Norwood scale,Beaufort scale,Fujita scale
science-technology,Which of these is classified on the Hamilton-Norwood scale?,1,fatigue,male hair loss,blood pressure,headache
science-technology,"What is the name of the scale created by an entomologist who had been stung by almost every type of bee, ant, and wasp?",2,Kardashev Sting Pain Scale,Shwan Sting Pain Scale,Schmidt Sting Pain Scale,Ludwig Sting Pain Scale
science-technology,Who proposed a general method of classifying how technologically advanced a civilization is?,3,Fujita,Tanner,Malinas,Kardashev
science-technology,The Scoville scale is used to measure the hotness of what?,2,Magma,Sun rays,Chilli peppers,Internal combustion engines
science-technology,This scale was originally used to determine the level of consciousness after head trauma.,3,Johnson Coma Scale,Barnes Akathisia Coma  Scale,Miller Coma Scale,Glasgow Coma Scale
science-technology,"The absolute hardness of a diamond  measures 1500, on which scale?",3,Grubers scale of mineral hardness,Hans scale of mineral hardness,Abels scale of mineral hardness,Mohs scale of mineral hardness
science-technology,What scale is used by astronomers to rate the potential hazard of impact of a near-earth object?,1,Boston Impact Hazard Scale,Palermo Technical Impact Hazard Scale,Genoa Technical Impact Hazard Scale,Urbino Impact Hazard Scale
science-technology,Which of the following is a description of an earthquake with magnitude 4.9 according to the Richter Scale?,3,Can cause serious damage in areas several hundred miles across.,"Often felt, but rarely causes damage.","Microearthquakes, not felt.","Noticeable shaking of indoor items, rattling noises. Significant damage unlikely."
science-technology,What scale measures the sexual orientation from 0 (exclusively heterosexual) to 6 (exclusively homosexual?,1,Johnas scale,Kinsey Scale,James Scale,Jacobs Scale
science-technology,"The term hurricane indicates a tropical storm which occurs in the northern hemisphere, whereas this term refers to the southern hemisphere.",3,Disturbance,Typhoon,Depression,Cyclone
science-technology,"A tropical storm with sustained winds exceeding 33 meters per second, which occurs in the Northwest Pacific Ocean west of the dateline, is called this.",2,Severe tropical cyclone,Hurricane,Typhoon,Severe cyclonic storm
science-technology,"One of the factors necessary for the formation of a tropical cyclone is a warm sea surface to a certain depth.  As a minimum, how warm should the sea surface be and to what depth?",2,5.5 C (41.9 F) to a depth of  100 meters (328 ft),15 C (59 F) to a depth of 25 meters (82 ft),26.5 C (79.7 F) to a depth of 50 meters (164 ft),35.5 C (95.9 F) to a depth of  100 meters (328 ft)
science-technology,"Worldwide, tropical cyclone activity peaks towards the end of which season and why?",0,"Summer, because water temperatures are warmest","Spring, due to the rapid worming of water","Fall, as temperature rapidly falls, waters remain warm","Winter, due to the delta between air and water temperatures"
science-technology,"The Fujita scale rates a tornados intensity by the damage it inflicts on human-built structures, this scale classifies hurricanes by the intensity of their sustained winds.",0,Saffir-Simpson scale,Beaufort scale,Kardashev scale,Hamilton-Norwood scale
science-technology,Which of the following statements best describes a storm surge?,0,Onshore rush of water associated with a low pressure weather system,Sudden and rapid increase of the intensity of a storm,Expansion of the hurricanes eye,"Windstorm characterized by a twisting, funnel-shaped cloud"
science-technology,"Anemometers, from the Greek word anemos meaning wind, can be used to measure this.",0,Winds Pressure and Velocity,Winds Moisture and Velocity,Winds Velocity,Winds Pressure
science-technology,"In a tropical cyclone, this area is characterized with the strongest winds, the tallest clouds, and the heaviest rain.",3,Eye,Warm core,Outflow,Eyewall
science-technology,"Which of these economic terms does not denote restriction of international trade, i.e. the free flow of goods between nations?",1,Trade quotas,The General Agreement on Tariffs and Trade,Non-tariff trade barriers,Import tariffs
science-technology,What factor is the reason for economists to believe that countries are gradually becoming more economically interdependent?,2,"There are many multinational corporations that design, manufacture, and sell products around the world.",Global trade is largely aided by the constant progress of technologies.,All of these,Financial markets in many countries have been opened to participants from foreign countries.
science-technology,International trade is an important part of world economy.  Which statement about international trade is not true?,1,Globalization is a process closely related to international trade.,Large countries depend more on trade than smaller countries do.,Communist and socialist nations tend to aspire to complete lack of international trade (autarky).,Free trade is most strongly supported by the economically powerful nation in the world.
science-technology,"In economics, the Law of Supply is the direct opposite of the Law of Demand. Which of the following correlations best describes the Law of Supply?",3,"If the price is high, demand will exceed supply.","If the price is low, supply will always be inadequate for the demand.","The higher the price, the lower the quantity supplied.","The higher the price, the larger the quantity supplied."
science-technology,Suppose that an increase in the price of good Y results in an increase in the demand for good X. This phenomenon is an example of which effect in economics?,2,The income effect,The supply effect,The substitution effect,The demand effect.
science-technology,"Having in mind the demand and supply laws, what will happen to the equilibrium of price and quantity of automobiles if wages of workers manufacturing them increase?",0,Price will increase; quantity will decrease.,Price will decrease; quantity will increase.,Price will increase; quantity will increase,Price will decrease; quantity will decrease
science-technology,The phenomenon that leads individual consumers and producers to equilibrium with the market is defined by which term in economics?,0,The invisible hand,The free-rider problem,The price ceiling,Government regulations
science-technology,"An effective minimum price imposed by the government, called price floor in economics, is usually expected to result in what?",0,Surplus,Increased demand,Decreased supply,Shortage
science-technology,What is the nearest star to the Sun?,2,Deneb,Vega,Proxima Centuori,Polaris
science-technology,"In 1928, the International Astronomical Union divided the sky into how many official constellations?",3,77,99,55,88
science-technology,What is the apparent path of the sun around the sky called?,3,Revolution,Zodiac,Corona,Ecliptic
science-technology,At how many approximate degrees does Venus appear from the sun?,2,78,35,46,55
science-technology,Name the point where an objects orbit passes through the plane of Earths orbit.,0,Node,Apogee,Prominence,Perigee
science-technology,What is the name for a band of the celestial sphere centered on the ecliptic and encircling the sky?,1,Vernal Equinox,Zodiac,Photosphere,Corona
science-technology,What is perihelion?,0,the orbital point of the closest approach to the sun,the orbital point of greatest distance from the sun,the darkening of the moon when it moves through the Earths shadow,any planet visible in the sky just after sunset
science-technology,How long can a total lunar eclipse last?,0,1 hour  40 minutes,4 hours  30 minutes,2 hours  30 minutes,3 hours  20 minutes
science-technology,"A coral island, that consists of a coral reef, enclosing a depression in the centre is called this.",1,Patch,Atoll,Lagoon,There is no common name
science-technology,What happened to the tropical coral reefs during the 1998 and 2004 El Nino weather phenomenons?,0,Many of them were bleached or even killed,Some of them exploded,They all thrived,Nothing as they were all deep underwater
science-technology,The implementation of MPAs is one way to protect the coral reefs from destruction. What does MPA stand for in this context?,3,Marine Preservation Act,Magnetospheric Plasma Analyzer,Mammal Protection Act,Marine Protected Area
science-technology,This country is the worlds largest exporter of corals.,2,India,Australia,Indonesia,Thailand
science-technology,"This is a natural healing method that uses the reflex points of the feet, which correspond to different organs and areas of the body.",0,Reflexology,Oriental Massage Therapy,Aromatherapy Massage,Relaxation Massage
science-technology,What is the most common reason for getting a massage?,0,Relaxation,Joint pain,Healing,Back pain
science-technology,"Smooth strokes are enhanced by this substance, which is often used during a massage.",1,Butter,Oil,Spirits,Powder
science-technology,"This technique is used to relax soft tissue. It is done using both hands, exercising light pressure.",3,Tapotement,Friction,Petrissage,Effleurage
science-technology,"As massage relaxes the body, relieves pain and reduces stress, it contributes to this.",0,Better sleep,Hair growth,Stronger bones,Open mindedness
science-technology,There are different types of massage. Approximately how many?,3,More than 50,More than 20,More than 300,More than 150
science-technology,"This is a new type of massage, introduced in 1990 by Hemi Hoani Fox. It originates from the Hawaiian Lomi-Lomi Nui dance and is believed to increase the energy flow within the body and mind.",0,MA-URI massage,Zhi Ya massage,Tui Na massage,Shiatsu
science-technology,"In this year massage therapy and bodywork were officially offered for the first time as a basic medical service, in Atlanta, GA.",2,1990,1999,1996,1987
science-technology,"As of the beginning of the new millennium, this was  the approximate number of Americans who receive a massage annually.",2,"15,000","150,000","20,000,000","3,000,000"
science-technology,What is the predominant mood of a person with anxiety?,2,Anger,Sadness,Fear,Loneliness
science-technology,Which of the following lists of symptoms is typical of a person with depression?,3,"Seeing things that arent there, hearing voices when no one is present, and displaying emotions different from those that one is actually feeling.","Irritability, fatigue, insomnia, difficulty concentrating, restlessness, and headaches","Racing thoughts, decreased need for sleep, euphoric mood, risk-taking behaviors, and irritability","Fatigue, difficulting concentrating, loss of interest in usual activities, poor appetite, guilt, and insomnia"
science-technology,Which of the following sleep disorders is more typical of a person with depression?,3,"Parasomnia (nightmares, sleepwalking, or other violent behaviors while sleeping)",Early insomnia (difficulty getting to sleep),Sleep apnea,Late insomnia (difficulty staying asleep)
science-technology,Which of the following people is generally at the highest risk of suicide?,2,A depressed housewife with a disabled child,An anxious stockbroker,"A divorced, unemployed man living alone",A single mother with 4 children who is on welfare
science-technology,Which of the following medications is effective for both depression and anxiety?,1,Buspar (buspirone),Paxil (paroxetine),Xanax (alprazolam),Wellbutrin (bupropion)
science-technology,Depression and anxiety are considered mood disorders.  Which of the following is also considered a mood disorder?,0,Bipolar Disorder,Schizophrenia,Schizotypal Personality Disorder,Narcissism
science-technology,Which of the following disorders is NOT a form of anxiety?,0,Cyclothymia,Body Dysmorphic Disorder,Somatization Disorder,Panic Disorder
science-technology,"Of the following medications for anxiety, which is potentially addictive?",1,Prozac (fluoxetine),Ativan (lorazepam),Buspar (buspirone),Effexor (venlafaxine)
science-technology,What system of the human body provides a site for blood cell formation?,1,Cardiovascular,Skeletal,Integumentary,Endocrine
science-technology,A cells life cycle is the series of changes the cell goes through from the time it is formed until it reproduces itself. It includes two stages. What are these two stages?,2,Interphase and cytokinesis,Cytokinesis and mitosis,Cell division and interphase,Mitosis and meiosis
science-technology,"If I am a superficial muscle of the human body having two prominent bellies, then where am I located?",0,Leg,Hip,Head,Arm
science-technology,What is the name of the flat panel monitors that became increasingly popular around 2005?,1,DLP,LCD,Plasma,LSD
science-technology,"What is the name for a port used to connect peripheral devices (such as keyboards, mouses and digital cameras) to a computer?",0,USB,Jack,Floppy Drive,BUS
science-technology,Which one of these is an operating system?,2,Norton Anti-Virus,Office -  Professional edition,Vista,Microsoft
science-technology,What capabilities are indicated when the specifications read DVD±RW/CD-RW?,2,No capabilities are indicated. This is a programming language.,"There are two disc drives, one for DVD and one for CD.",The computer is able to read and rewrite to CDs and DVDs.,The DVD and CD drive is removable
science-technology,The companies Intel and AMD are primarily known for their development and manufacturing of what?,0,Processors,Video Cards,Software,Ram
science-technology,Which one of these items is more valuable as far as meeting the requirements for 3-D Gaming is concerned?,3,HDMI 1080p,Bluetooth,Integrated (or on board) video,PCI Express video card
science-technology,Which of the following types of brain cells amplify the neural signals and maintain homeostasis?,1,axons,glial cells,neurons,spindle cells
science-technology,"The meninges, a system of membranes that envelop the central nervous system, consist of three layers. Which of the following is not  a name of a layer?",3,dura mater,pia mater,archanoid mater,grey mater
science-technology,"Which of the following is part of the frontal lobe, an area at the front of each cerebral hemisphere?",2,fusiform gyrus,cingulate sulcus,precental gyrus,cingulate gyrus
science-technology,"Which term refers to the cephalic disorder, characterised by absence of the celebral hemispheres?",3,ethmocephaly,lissercephaly,anencephaly,hydranencephaly
science-technology,"Which of the following is not part of the group of brain-supplying arteries, known as the circle of Willis?",1,anterior communication artery,basilar artery,internal carotid artery,posterior communication artery
science-technology,"There are twelve cranial nerves, two of which do not join the brainstem. Which are these two nerves?",2,maxillary and mandibular,vagus and accessory,olfactory and optical,trigeminal and trochlear
science-technology,"This scientist, winner of the 1908 Nobel Prize in Physiology or Medicine, was the first to notice the existence of blood-brain barrier.",3,Edwin Goldman,Dr. Marian Diamond,Walter Dandy,Paul Ehrlich
science-technology,"Which of the following is part of the brainstem, a stalk of the brain below the celebral hemispsheres?",2,neocortex,telecephanon,pons,hypothalamus
science-technology,Fred Gage and Peter Ericksson discovered and announced that adult human brain produces new brain cells. In what year did they make their discovery?,0,1998,1992,1997,2000
science-technology,"Which part of the brain, located inside the temporal lobe, is associated with memory formation?",0,hippocampus,subthalamus,amygladala,hypothalamus
science-technology,What is the total collection of traits that determine the physical and behavioral aspects of an organism called?,1,Alleles,Phenotype,DNA Markers,Genotype
science-technology,"The evolutionary process where beneficial inherited traits become more prevalent in the succeeding generations of organisms, and unfavorable ones less common, is called what?",0,Natural Selection,Random Genetic Drift,Gene Flow,Macro Evolution
science-technology,"This monastic egghead pioneered the study of genetics, which eventually explained the mechanisms of speciation through genetic mutation. Who is the “father of modern genetics?”",1,James Watson,Gregor Mendel,Jean-Baptiste Lamarck,Francis Crick
science-technology,This animals evolutionary lineage is the best documented and the most clearly understood.,1,Human,Horse,Dog,Shark
science-technology,Which of these is an output device that produces audible sound?,2,Printer,Microphone,Speaker,Monitor
science-technology,"In trigonometry, the tangent is defined as what?",2,The ratio of the side adjacent to the angle to the side opposite the angle,The reciprocal of the cosine,The sine divided by the cosine,The negative logarithm of the cotangent
science-technology,"In geometry, which angles are called opposite?",3,Angles complements of each other,Angles reciprocals of each other,Angles supplements of each other,Equal angles
science-technology,What does the equation y = mx + b represent?,1,A hyperbola,A line,A parabola,A circle
science-technology,"Which of these represents the locus of points, the sum of whose distances from two given points is equal?",0,An ellipse,A parabola,A circle,A hyperbola
science-technology,"If you are solving a word problem for 2 unknowns, how many equations will you need?",3,3,4,1,2
science-technology,What is the path taken by a bullet fired from a rifle into the air (ignoring friction)?,3,A straight line,A logarithmic line,An exponential line,A parabola
science-technology,Choose the statement which best describes the Pythagorean Theorem.,3,The hare will never catch up to the tortoise.,Parallel lines do not intersect.,"There exist no whole numbers a, b and c for which the sum of the cubes of a and b equals the cube of c.",The square of the hypotenuse of a right triangle equals the sum of the squares of the other two sides.
science-technology,Which of the following statements about quadrilaterals (4-sided figures) is true?,3,A parallelogram is a type of trapezoid.,A rhombus is a type of rectangle.,A rectangle is a type of square.,A square is a type of parallelogram.
science-technology,"In geometry, what is the value of the number which is represented by the Greek letter pi (π)?",1,The ratio of the circumference of a circle to its radius,The ratio of the circumference of a circle to its diameter,The ratio of the diameter of a circle to its radius,Exactly 3.14159
science-technology,Which of the following is an arithmetic progression?,3,"1, 1, 2, 3, 5...","2, 4, 8, 16...","1, 2, 3, 5, 7, 11...","2, 4, 6, 8..."
science-technology,"Larger than Pluto and Mercury, this natural satellite is the largest moon of the entire solar system.",2,Titan,Callisto,Ganymede,Europa
science-technology,Which is the planet with the biggest number of natural satellites in the solar system?,2,Uranus,Neptune,Jupiter,Saturn
science-technology,Which of these characteristics makes Saturns moon Titan unique among all moons in the solar system?,3,It is the only moon that is considered a captured object.,It is the only moon with active volcanoes on its surface.,It is the only moon to have a retrograde orbit.,It is the only moon to have a dense atmosphere.
science-technology,"There have been numerous debates over whether this moon, discovered in 1978, should be considered a satellite or a separate planet.",3,Nereid,Nix,Umbriel,Charon
science-technology,Which of the four Galilean moons of Jupiter is noted as the most volcanically active body in the solar system?,1,Europa,Io,Callisto,Ganymede
science-technology,"Named after the leading sylph in Alexander Popes poem Rape of the Lock, the moon Ariel is the natural satellite of which planet of the solar system?",1,Jupiter,Uranus,Neptune,Saturn
science-technology,What is the symbol for Hydrogen?,2,Hy,Hr,H,Hd
science-technology,What is the symbol for Nickel?,3,N,Nc,Nk,Ni
science-technology,What is the symbol for Krypton?,3,Kp,K,Ky,Kr
science-technology,What is the symbol for Boron?,3,Bo,Bn,Br,B
science-technology,What is the symbol for Neon?,2,No,Nn,Ne,N
science-technology,What is the symbol for Sulfur?,2,Sf,Su,S,Sl
science-technology,What is the symbol for Bismuth?,2,Bs,B,Bi,Bm
science-technology,What is the symbol for Platinum?,0,Pt,Pl,P,Pa
science-technology,What is the symbol for Cadmium?,1,Cm,Cd,C,Ca
science-technology,What is the symbol for Ruthenium?,2,R,Rh,Ru,Rt
science-technology,Which branch of botany is concerned with the study of trees and woody plants?,2,Forestology,Topiary,Dendrology,Arboretology
science-technology,The earliest trees on the planet were a type of ferns and are considered to have appeared in which period of Earths geological history?,0,Paleozoic,Cenozoic,Precambrian,Mesozoic
science-technology,"The botanical term bonsai, deriving from Japanese, refers to which of these?",0,A technique for miniature growing trees,A species of miniature trees,A type of fertilizer that reduces the size of trees,A region in Japan where miniature trees grow
science-technology,"Mark the incorrect statement about sequoias, which are among the largest and oldest trees on the planet.",2,Sequoias are evergreen trees.,Sequoias are monoecious trees.,Sequoias can reach up to 150 m (490 ft) in height.,Sequoias can live for more than 2000 years.
science-technology,"The Bodhi tree, located near Bodh Gaya in India, is of great importance to the followers of Buddhism, because it is considered to be related to the spiritual teacher, Buddha, in what way?",3,Buddha died under this tree.,God Vishnu spoke to him for the first time under this tree.,It is Buddhas birth place.,Buddha found enlightenment under this tree.
science-technology,"The General Grant tree in Kings Canyon National Park, USA, the only living object to be declared a National Shrine, is of what tree species?",3,American Beech,Red Pine,White Oak,Giant Sequoia
science-technology,"Methuselah, a Great Basin Bristlecone tree located in the Inyo National Forest in California, is remarkable for what reason?",2,It is the most publicized living organism.,It is the tallest known living organism.,It is the oldest known living organism.,It is the largest living organism.
science-technology,"In the city of Athens, Georgia, USA , there is a White Oak tree with more rights than any other tree.  What is so special about this tree?",1,Touching it is against the law.,It owns itself.,It owns a human being.,It has the right to vote.
science-technology,"The Diamond Tree, a giant Karri tree located south of Manjimup, Western Australia, has been of practical use to the natives since 1939, serving as what?",0,Fire look-out platform,Accommodation for native homeless,Military watch tower,Warehouse
science-technology,"Excavations and research prove that pi was known as early as 20th century BC, when ancient Babylonian mathematicians used what value value for it?",3,104348/33215,22/7,3.12,25/8
science-technology,"After years of calculations and observations of the results, mathematicians have found which of these statements about the mathematical constant pi to be true?",1,The digits of pi eventually reach a point where they repeat their pattern.,The digits of pi are equally distributed.,The number of 3s is larger than any other digit in pi.,The number of 5s is larger than any other digit in pi.
